review_id,aspect,sentiment_text,raw_text
230698,기능/효과,주름에 효과가 있 을것을 기대하며부지런히 사용해 보렴니다,건조한 날씨 촉촉하며 주름에 효과가 있 을것을 기대하며 부지런히 사용해 보렴니다
230743,기능/효과,주름개선효과는 이틀로선 아직.좀 더 써봐야겠네요.,"이전에 미스트를 사용하던중이라 믿고 구매. 미스트 극강추. 스틱은 바르고 난후 계~~속 얼굴에 얹혀 있는 느낌과 번들거림, 묻어남에 어떡해야 할 지 모르겠네요. 주름개선효과는 이틀로선 아직. 좀 더 써봐야겠네요."
232074,보습력/수분감,끈적임이있어서,가희 멀티밤~요새 핫하게 뜨고 있는 신상 아이템! 한번 써보고 싶었어요 광고도 많이 하고 유명인 연예인들도 좋타고 다들 칭찬하는 아이템 ! 택배오자마자 개봉하고 목주름 있는곳에 투척 눈가 주름에 투척 일단 촉촉하구요 너무 많이 바르면 약간 제형이 끈적임이 있어서 적당히 투척해야될듯 싶어요 케이스 이쁘고 케이스 색상이 핑크색이라 더 이뻐요 단점은 제형이 빨리 물러지네요 케이스에서 돌려끄내는데 양 옆쪽에서 약간씩 고체형이라 물러져서 제형이 조금만 단단했으면 좋겠다는 아쉬움이 들어요 일단 계속써보고 더 좋으면 재구매의향 있어요
232635,용량/개수,양좀마니 늘려주심 좋을듯~~,화장할때 확실히 촉촉해지네요 ^^만족 양이적어금방쓸꺼같아요 양좀마니 늘려주심 좋을듯 ~~ 잘써볼께요 스틱이라 사용하기 간편
233172,흡수력,번들거림이나 제형에 끈적거림이 없어부담이 되지않고,스틱타입이라서 편하게 바를수도 있어서 편해서 좋고 피부결도 매끄러워지고 번들거림이나 제형에끈적거림이 없어부담이 되지않고 촉촉하고 보습이 잘 되어 만족합니다
233172,제형,제형에 끈적거림이 없어부담이 되지않고,스틱타입이라서 편하게 바를수도 있어서 편해서 좋고 피부결도 매끄러워지고 번들거림이나 제형에끈적거림이 없어부담이 되지않고 촉촉하고 보습이 잘 되어 만족합니다
233514,윤기/피부(톤),주름가는 부분에 부드럽게 발라주니은은한 광이 나고 좋아요!,윤광피부 좋아해서 평소 선전 나올때마다 궁금했는데 마침 홈쇼핑에서 하길래 나도모르게 주문을 하고 있더라고요 주름가는 부분에 부드럽게 발라주니 은은한 광이 나고 좋아요! 미스트 향도 좋고 겨울철 건조할때마다 수시로 뿌려주고 있어요 가볍게 쓱 멀티밤 바르기 좋아요 건조한 겨울엔 특히나 더 좋은듯
234866,제품구성,샘플도 골고루 안왔어요.,주변 지인이 써보고 너무 좋은 기억이 있다고 하길래 좋을 것 같아서 이번에 구매했는데 유통기한도 짧고 샘플도 골고루 안 왔어요. 가격도 비싸고 할인도 잘 안 해서 더 비싸게 느껴지네요. 오일은 너무 끈적이고 같이 온 미스트 별로네요. 환절기에도 사용하기 힘들 거 같아요.
235106,보습력/수분감,"보습력,지속력도 좋아","주름관리에도 도움 된다고해서 신랑이랑 함께 사용하여고 주문했어요. 제품 받아 3일정도 사용했는데 일단 이렇게 간단하게 끝인가?싶을 정도로 몇번 쓱쓱~으로 마무리가 되어 좋더라구요. 발림성도 얇게 잘 발리고 보습력, 지속력도 좋아 건조한 요즘 날씨에도 항상 촉촉하고 피부의 탱탱함이 오래가더라구요. 주름관리는 3일 사용했기에 더 사용해봐야 알겠지만.. 탱탱함이 보였기에 주름도 눈에 덜 띄는것 같아요~ 신랑이랑 열심히 잘 사용 하겠습니다."
235265,제품구성,홈쇼핑보다가 좋은구성+후기이벤트까지 있어서 급구매합니다^^*,가히~멀티밤~굿굿 주변에서 모두 가히가히~ 하길래 호기심에 한 번 사서 썼는데 오~~~생각보다 더 만족함~! 주름관리개선뿐 아니라 간편한 휴대성/멀티 기능성이라 더욱 만족스럽네요 홈쇼핑보다가 좋은구성+후기이벤트까지 있어서 급 구매합니다^^* 잘 쓸께요~~
235613,용량/개수,양이 작아 열심히바르믄 10일도 못갈듯 ㅋ,아는동생에게 선물받고 써보고 바로 더블셋트주문했어요~촉촉하니 휴대해서 언제든 관리가되서 좋아요. 양이 좀 아쉬워요 .양이 작아열심히바르믄 10일도 못갈듯 ㅋ
235614,보습력/수분감,촉촉함은 덜하고,마침 방송하는걸 보고 어머니를 위해 바로 주문했습니다. 나눠 쓰려고 세트로 구매했는데 구성도 용량도 적은 듯 합니다. 건조해지는 이맘때 촉촉함은 덜 하고 번들거림이 있어 부담스럽네요. 지인들한테 추천하기전 참고하세요.
235939,기능/효과,주름이 사라지는 …이게 뭔가요? 진짜 효과 좋으네요..,"가히 링클 바운스 멀티밤, 가히 링클 바운스 멀티밤 지인분들이 사용해보시고 너무 너무 좋다고 권하는 소개를 많이 받긴 했지만 낱개 금액이 조금 부담스럽다 생각해서 기회 봐서 사야겠다 생각만 하다 홈쇼핑으로 세트구성 너무 너무 좋은 금액이라 새벽시간이였는데 나도 모르게 구매하게 되더라구요. ^^ 새벽 주문후 이틀만에 배송 되었구요. 오자 마자 홈쇼핑에서 호스트분께서 발라보신 결대로 한번씩 쓰윽~ 발랐는데…. 너무 너무 놀랍게 촉촉해지고 주름이 사라지는 … 이게 뭔가요? 진짜 효과 좋으네요.. 지인분들이 말씀하신 가히 링클 바운스 멀티밤 최고라는 말을 이제 실감하네요.. 싸게 너무 잘 구매한것 같습니다. 엄마도.. 큰언니도 나눠주고 제가 2개 사용해야겠어요~~ 유통기간도 넉넉하니 너무 좋네요.. 다 쓰면 또 구매할거 같아요. 이가격, 이구성, 이효과면 주저할 이유 1도 없습니다. 주저하지 말고 구매하셔도 됩니다."
217184,윤기/피부(톤),피부가 보들보들,끈적이지않곱 피부가보들보들촉촉한느낌좋아요
217229,기능/효과,주름개선 성능은 좋으나,주름개선 성능은좋으나 제겐 피부가 따가운것같넹ᆢ^^;
236790,탄력,피부가 쫀쫀하니 맘에 들어요~,펑소 늘 하나 장만하고싶었는데 요번기회에 구입했네요 바르니까 피부가 쫀쫀하니 맘에들어요~촉촉하구요~
238461,윤기/피부(톤),흡수된 후에 남는 피부감촉이 부드러워서 너무 좋아요^^,엄마랑 같이 써보려고 더블세트 구매했어요. 본품도 좋지만 구성품중 같이온 미스트가 개인적으로 너무 마음에 드네요. 미세하게 분사되어 밀착력이 좋고 흡수된 후에 남는 피부감촉이부드러워서 너무 좋아요^^
238897,제품구성,구성에 쓸데없는게 많아 실망이에요.,구성에 쓸데없는 게 많아 실망이에요. 종이가방은 이쁩니다. 한번 써봤는데 촉촉한지 모르겠고 좀 더 써봐야 알 듯요. 유통기한이 짧은게 와서 좀 그래요.
239136,기능/효과,제 피부에는 안맞는것 같습니다.,주위에 쓰지 않는 사람이 없는것 같아 설 맞이용 선물로 구입했어요. 평소 건조해서 잔주름이 많은 편인데 주름이 옅어지는것 같지는 않네요. 주름개선 효과는 없는듯 합니다. 건조한 부분만 발라도 건조함이 사라지지는 않고 제피부에는 안맞는것 같습니다.
239152,기능/효과,앞으로 효과를 기대하면서 열심히 써볼게요.,언니와 같이 쓰려고 구입했는데 기대만큼은 아닙니다. 광고처럼 주름효과가 있지는 않네요. 오늘 받아 한번 써본지라 아직 주름효과를 크게 느끼진 못하겠지만 앞으로 효과를 기대하면서 열심히 써 볼게요.
239669,흡수력,화장도 잘 먹혀요,- 선물로 받은 가히가 너무좋아서 다시 샀습니다. 생일선물용으로 충분하게 샀습니다. - 일단 주름 개선을 체감했구요 - 윤기가 티가나게 보입니다. - 화장도 잘먹혀요 그냥 여자들이 좋아하는데 이유가 있나보네요
242954,탄력,즉각적으로 탄력도 환해지는것도느꼈어요,원래끈적이는거싫어하는데 팩자체가좋더군요 성분도좋쿠 즉각적으로탄력도 환해지는것도느꼈어요 이런팩종류는돈아깝다생각했는데 안아까워요.따갑지도않고진심 또살끄예요
243175,흡수력,연고 바른 것처럼 끈적인다.,"평소 다른 마스크팩들은 얼굴에 착 밀착되는데 이건 얇게 밀착된다. 피부가 따갑고 정말 순하지 않은 느낌, 연고바른 것처럼 끈적인다."
244566,기능/효과,혹시나해서사용하는 화장품 순서대로 사용안해보기를 해보니 이것이 저에겐 안맞네요.ㅠㅠ,"한번에 지우는것으로 구입했는데요. 홈쇼핑 광고에서처럼 지우고 화사하거나 그러지 않더라구요. 지워지는건 잘 지워지는것 같습니다. 문제는 샘플 두번 쓸동안 안그러더니 3,4일 넘어가니 가렵고, 반점도 나고. 혹시나해서 사용하는 화장품 순서대로 사용안해보기를 해보니 이것이 저에겐 안맞네요.ㅠㅠ 한통도 거의 고대로 남았네요. 문젠 바꿀수도없고, 안타깝네요.정말!"
245090,제형,고농축 앰플액은 방송처럼 주루룩 안흘러서 기대에 못미치네요,석고팩 할때 가루가 떨어져 불편했구요 촉촉하긴 한데 팩 떼고나니 얼굴이 빨개져서 얼굴색이 빨리 안돌아와요 그리고 고농축 앰플액은방송처럼 주루룩 안흘러서 기대에 못미치네요 앰플액 양이 좀더 넉넉했음 좋겠어요
248762,지속력/유지력,촉촉함이 지속되어너무너무 좋은것 같아요!!,뭘 발라도 아침에 푸석이는 피부가 되서.. 가희 쓰다가 다른건 못쓰겠더라구요!! 무엇보다 바르고 자고 일어났을때 촉촉함이 지속되어 너무너무 좋은것 같아요!! 피부가 확실히 윤기가 자르르~~~~ 홈쇼핑구성으로는 처음 사봤는데 너무 잘산것 같아요!!! 두둑하니까(많아서 너무 좋음) 든든하네요 ㅎㅎㅎ
249242,보습력/수분감,촉촉함이 덜함을 느끼네요.,세트로 구매했어요. 구성이 적어 별로네요 파우치에 넣고 건조할때 수시로 바르는데 촉촉함이 덜함을 느끼네요 . 용량에 비해 가격이 비쌉니다.
249553,편의성/활용성,대신 한손에 쏘옥~작은가방에도 쏘옥~,솔직히 받고 넘 작아서? 좀 놀랬어요~ 대신 한손에 쏘옥~ 작은가방에도 쏘옥~ 언제 어디되고어떠한 조건이든 발라도 되니 좋네요~ 유분감이 싫으면 밤에 듬뿍발라 피부관리 하면좋을것같아요~ 향은 없구요~ 주름이 정리되는 느낌이 있고 바르고 화장하면 주름도 덜 드러나요~ 홈쇼핑에서 혜택이 많아 고르다가 이곳에서 사게됐는데 앰플이며 이것저것 많이 주셔서 저렴히 산것같아요~~ 이제품을 다 쓸때쯤 정확한 후기가 나올것같네요~
249869,탄력,피부에서 느껴지는 쫀쫀함!ㅎㅎㅎ,매번 광고만 보다가 홈쇼핑을 통해 구매 결심했습니다. ^^ 품질이 역시는 역시네요~! 받자마자 뜯어서 쓰윽~발라보니 피부에서 느껴지는 쫀쫀함! ㅎㅎㅎ 계속 구매해서 사용하려구요!! 지인들에게도 꼭!!! 추천해서 모두~ 피부미인 되어 보려구요!!!♡♡♡
250303,윤기/피부(톤),아침이나 저녁에 발라도 얼굴 전체 광채며 탄력이며..만족합니다.,"대만족 크림이에요! 두 배 구성으로 사길 정말 잘했다 싶을 정도로 안티에이징 크림 중에 만족도 1등입니다. 오랜만에 홈쇼핑으로 산 제품 중에 이렇게 만족해보네요. 정말 방송에서 본 것처럼 알갱이 하나하나 바를 때 마다 녹아들어가는 것도 신기하고, 아침이나 저녁에 발라도 얼굴 전체 광채며 탄력이며.. 만족합니다.솔직히 아침에는 가벼운 제품 위주로 발랐는데 이 제품은 얇게 발라도 메이크업 밀리지 않고 피부 표현이 윤기나서 예쁘게 되게끔 도와줘서 더 만족해요. 친정 엄마 드리려고 풍성하게 구매했지만 정작 얼마 못 드릴 것 같은 예감입니다. 역시 한불이에요~~"
250303,탄력,탄력이며..만족합니다.,"대만족 크림이에요! 두 배 구성으로 사길 정말 잘했다 싶을 정도로 안티에이징 크림 중에 만족도 1등입니다. 오랜만에 홈쇼핑으로 산 제품 중에 이렇게 만족해보네요. 정말 방송에서 본 것처럼 알갱이 하나하나 바를 때 마다 녹아들어가는 것도 신기하고, 아침이나 저녁에 발라도 얼굴 전체 광채며 탄력이며.. 만족합니다.솔직히 아침에는 가벼운 제품 위주로 발랐는데 이 제품은 얇게 발라도 메이크업 밀리지 않고 피부 표현이 윤기나서 예쁘게 되게끔 도와줘서 더 만족해요. 친정 엄마 드리려고 풍성하게 구매했지만 정작 얼마 못 드릴 것 같은 예감입니다. 역시 한불이에요~~"
220067,제형,스킨 제형이 앰플타입이라 좋아요,여러 화장품 써 보다가 종착역처럼 정한 게 이 제품입니다. 알로에가 피부를 진정 시켜주는 것도 있고 향도 오가닉화장품 같은 진하지 않은 향도 맘에 듭니다 스킨제형이 앰플타입이라 좋아요 보습력좋고~아무튼 잘 샀습니다
303915,가격,"저렴한 가격에 구입 했는데,","기본스킨케어제품으로 계속 사용 중입니다. 가격 행사해서 구매했습니다. 저렴한 가격에 구입했는데, 제품 구성에 대한 아쉬움이 있네요. 기본 구성 2개만 나와도 좋을 듯합니다. 다른 구성으로 구성해주세요."
307515,용량/개수,스킨양을 좀많이 하고 로션양을 좀 줄이면 좋을듯싶습니다,향도 진하지않고 민감한피부인데 트러블없어서 사용하고 있는 OOO입니다 스킨양에비해 로션양이 많이남아 아쉬워요 스킨양을 좀많이 하고 로션양을 좀 줄이면 좋을듯 싶습니다
307868,편의성/활용성,겨울철에는 촉촉해서 온몸에 바디용으로 발라주기도 해요,여름을 제외하고 사계절 사용하기 좋아요. 우리 아이가 아토피가 심해서 보습에 굉장히 신경을 쓰고 있습니다. 샤워후에 보습이 필요한 부분에 부분적으로 발라 주기도 하고 겨울철에는 촉촉해서 온몸에 바디용으로 발라 주기도 해요 울 가족 필수템 이랍니다
308315,보습력/수분감,피부당김이 느껴지네요.,"계속 쓰고 있는 제품입니다. 건조해서 그런지 보습력은 약해요. 바르고 금방 피부 당김이 느껴지네요. 저녁에 세안 후 한번, 자기 전 한번 더 바르는데 효과 있음 좋겠어요."
308397,보습력/수분감,촉촉하네요 .,촉촉하고 트러블 안나는거 보니 성분도 좋은것 같습니다. 여드름 심해지면 어쩌나 했는데 다행이 잘맞아서 앞으로도 꾸준히 쓸 생각입니다. 이건 하나만 발라도 촉촉하네요. 거기다 저렴하기까지 해서 대만족입니다.
308498,용기,짜고나면 용기 입구 주위에 덜 묻어나서 위생적으로 사용할수 있어 편하고 좋네요.,매번 고보습용으로 아주 좋아요. 벌써 여러통 썼는데 쓸데마다 보습력에 너무 만족해요. 짜고나면 용기 입구 주위에 덜 묻어나서 위생적으로 사용할 수 있어 편하고 좋네요. 수분 부족할때 사용하면 좋네요
308657,성분,내용성분도 순해서 가족전체가 사용하는데,제형도 부드럽고 여름에는 로션 겨울에는 크림으로 사용해요 내용성분도 순해서 가족 전체가 사용하는데 이거 바르면 피부 보정 효과랑 여드름도 조금 덜 나는 것 같아요 수분을 잘 챙겨줘요
309722,기능/효과,사용전이지만 효과 좋을거라 생각해봅니다.,촉촉한 보습과 영양을 생각해서 주문했어요. 향이 나쁘진 않아요. 사은품 샘플이 생각보다 작아요. 사용전이지만 효과 좋을거라 생각해 봅니다.
309734,가격,할인행사중이라 오프라인보다 더 저렴하게 구매해서 만족해요.,항상 사용하는 제품이라 믿고 구매했습니다. 유통기한도 넉넉하고 무엇보다 할인 행사중이라 오프라인보다 더 저렴하게 구매해서 만족해요. 많이 파시길 바랍니다.
261474,기능/효과,꾸준히 사용 해야 효과를 알 것 같습니다.,거품이 많이 나지는 않는 것 같아요. 꾸준히 사용해야 효과를 알 것 같습니다.
790710,보습력/수분감,보습감이 오래 가더라고요.,OO 바디로션을 잘 쓰고 있습니다. 그런데 날씨가 추워지면서 금방 건조해지는 느낌이라 바디로션을 또 샀습니다. 확실히 보습감이 오래가더라고요. 바디로션이라도 계절마다 맞게 사용해야 하나 봐요. 로션 사용기한은 보통입니다. 함께 산 크림이랑 샴푸도 잘 쓰겠습니다.
799217,제형,제형은 부드러운편이고,다음에 또 추가구매 예정이요. ㅇㅇ꺼 썼었는데 좀 더 흡수력 좋고 향이 은은합니다. 향은 파우더리하고 제형은 부드러운 편이고 6살 아이도 같이 쓰기 좋은편입니다. 발림성은 ㅇㅇ하고 비슷합니다.
272533,발림성,뭉쳐서 발려 머리카락은풀 발린느낌 ㅜ,한번해보았는데 볼륨도 지대로안되고 잘 안발려 머리카락만 끈기고 빠지고 제형이 꾸덕여서 머리카락이 찍찍 달라붙고 시간이지나니 뒷통수가 볼륨감이 없어 납짝이가되네요 애기아빠한테쥣는데 그나마 조금낫다고하지만 볼륨감이 없어 뒷통수 납짝 ㅜ 소가 침으로 할탄것처럼되요 ㅜ 뭐랄까 뭉쳐서 발려 머리카락은 풀 발린느낌 ㅜ저는추천 권하고싶지안네요 제가 할려고 구입햇는데 반품하고싶엇는데 박스버려서 그냥 집에나두고 누구주던지 아니면 애아빠계속
273232,제형,제형이 너무 딱딱해서 바를때 머리카락도 빠지고,별로예요. 제형이 너무 딱딱해서 바를 때 머리카락도 빠지고. 새치커버도 잘 안되네요.
277424,윤기/피부(톤),온 몸에 윤기가 자르르 흐르고,바디제품 여러게 써봤는데~~이 제품은 문질기만 해도 쏙쏙 잘 밀려나오고 온몸에 윤기가 자르르 흐르고 기분이 상쾌해서 짱좋아요~^ㅠㅠ 울딸아들까지쓰고있어ㅠㅠ~^^
278220,기능/효과,각질제거 되는 듯 합니다,깔끔하고 깨끗하게 각질제거 되는듯 합니다 좋아요
279799,제품구성,같이 온 지압왕브러쉬는약간 거칠지만 쓰다보면 조금씩 부드러워지구요~,전부터 바디스크럽 이런거 계속 썼거든요~ 제일 처음 쓴게 오색황토였나..ㅎㅎ 역시 부드럽고 좋아요~ㅎ 같이 온지압왕브러쉬는 약간 거칠지만 쓰다보면 조금씩 부드러워지구요~ 이걸로 샤워하고나면 확실히 몸이 매끈해져요~ 기분좋아집니다 ㅎㅎ 근데 이거 손으로 문지르면 나중에 손가락에 느낌이 이상해지는 ㅋㅋ 감각사라지는듯한 느낌 ㅎㅎ 그래서 브러쉬로 해야해요~ 전 긴 막대 빼고 쓰고잇어요 ㅎㅎ 양도 많아서 친구들도 나눠줬어요~ㅎㅎ
262307,기능/효과,아직 눈에 보이도록 좋아지는지는 효과는 잘모르겠지만,아직 눈에보이도록 좋아지는지는 효과는 잘모르겠지만 꾸준히써보고 탈모예방하려구요 성분이 좋은게많이들어서그런지 조금기름끼는거같긴한데 그만큼찰랑거리고 윤기가나긴해요 ㅎㅎ
283572,자극성,다하고나서 눈이 좀시리네요,오자 마자 바로 해봤는데 사용하기는 간편한데요 다하고나서 눈이 좀 시리네요
284050,발색력,네츄럴브라운 거의 흑색으로 발색되어 정말 속는 기분 이네요~,방송보고 주문했는데 속는기분~ 쓰기도 불편하고 쇼호스트분들 머리에 따라 쓰는 양이 다르다는것 말씀해주세요~~ 쇼호스트분 긴머리하려면 10개는 써야할듯~ㅋ 5분정도면 새치머리 염색~no 네츄럴브라운 거의 흑색으로 발색 되어 정말 속는 기분 이네요~ 머리감을때마다 물빠지고 수건 검게 변하고~ 저 여자쇼호스트 먼저 사용해 보시고 솔직하게 사용후기 말씀하세요~ㅎ
262934,기능/효과,남편이랑 같이 쓰는데 서로 효과볼수 있기를 바래봅니다ㅋㅋㅋㅋ,아직 더 써봐야 알겠죠^^ 제형이 크리미해서 거품도 잘나고 맨솔향이 나쁘지않아요~ 남편이랑 같이 쓰는데 서로 효과볼수 있기를 바래봅니다 ㅋㅋㅋㅋ
757543,지속력/유지력,물빠짐도 심한 거 같아요.,염색이 다른 제품보다 예쁘게 되지 않네요. 물 빠짐도 심한 거 같아요. 향은 나쁘지 않습니다. 머릿결이 뻣뻣해진 거 같아요.
759019,자극성,염색하고 난후 계속 머리숱이 너무 빠지고있어요.,두피랑 모발 상할까 염색을 생각도 안하고 살았어요. 순한 물염색은 충분히 매력적으로 보였습니다. 간단한 조제로 2봉지 물에 넣어 섞어 염색했습니다. 냄새가 거의 없어 안심했어요. 사용시 열감이 조금 있기는 했습니다. 괜한 걱정이려니 염색하고 난후 계속 머리숱이 너무 빠지고 있어요. 처음 염색후 배수구 촬영한거 올려 볼께요. 지금은 머리숱이 더 빠져요. 병원진료 생각중입니다.
772968,편의성/활용성,혼자하기도 편해서 괜찮아요.,설명서 꼼꼼하게 잘 들어있고 배송 빠르고 좋네요. 타제품 보다 다운펌이 잘 되고 혼자 하기도 편해서 괜찮아요. 셀프다운펌 추천합니다.
773060,제품구성,완벽하게 구성된 제품으로 쉽고 편하게 사용할 수있어 좋았습니다.,완벽하게 구성된 제품으로 쉽고 편하게 사용 할 수 있어 좋았습니다. 써보니 염색효과도 맘에 들어요.
777397,기능/효과,좀 더 나은 효과와 탈모예방을 기대합니다.,배송 빨라요. OO가 기본 제품보다 향이 좋은 것 같아요. 좀 더 나은 효과와 탈모 예방을 기대합니다.
779958,가격,매번 두피케어나 새치 염색하러 가는 비용 생각하면 훨씬 저렴합니다.,"두피보호, 머릿결관리, 새치염색까지 한번에 케어할 수 있어서 좋습니다. 샴푸라고 생각하면 가격대가 있지만, 매번 두피케어나 새치염색하러 가는 비용 생각하면 훨씬 저렴합니다. 순하고 자극이 없어서 만족합니다. 같이 보내주신 두피브러쉬도 좋아요. 샴푸하면 시원하고 좋습니다. 저는 2~3분 있다가 씻어내는데 확실히 새치도 커버되어 눈에 안보이고 좋습니다."
787008,제형,제형도 전에 쓰던 제품 보다 묽다는 느낌이라 별로에요.,배송이 당일배송이라 빠르게 받아 볼수 있는 있습니다. 로션이 자주 떨어져 새로운 제품 구매했는데 품질이 광고랑 다르게 별로에요. 제형도 전에 쓰던제품 보다 묽다는 느낌이라 별로에요.
789759,피부타입,건성피부인데 부드럽게 잘발리고 보습도 잘 됩니다.,다양한 바디로션 제품을 사용해 봤지만 이 제품이 제일 좋습니다. 건성피부인데 부드럽게 잘 발리고 보습도 잘 됩니다.
790200,보습력/수분감,조금 보습력이 떨어진다싶지만,"무해한 성분으로 발림성도 좋고 보습력도 좋아서 OOO으로 선택 했습니다. OO으로 하려다 예전에 이벤트로 핸드크림 써보고 잘 맞았던 것 같아서 이 제품으로 주문했어요. 한겨울에 극도로 건조할 때는 조금 보습력이 떨어진다 싶지만 겨울 빼고 봄, 여름, 가을에 쓰기에는 아주 좋은 듯해요."
288393,편의성/활용성,두번만에 화장완성 ㅋ완죤 편하네요,왕쿠션이라 두번만에 화장완성 ㅋ 완죤 편하네요 화사하고 적당히 광택과 커버 좋아요
290542,용기,"용기의 내용물이 질질 다 새고 있는 쿠션에 한 번,이물질에 뒤집어 질 뻔 했네요.","여러분 절대 사지 마세요!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 세상에...이게 뭔가요??!!! 많은 분들 보시라고 별 다섯개로 올려요. 손등에 한 번 테스트하고 가지고 나와서 수정 화장 하려고 꺼내니 용기의 내용물이 질질 다 새고 있는 쿠션에 한 번, 이물질에 뒤집어 질 뻔 했네요. 쿠션 화장품 나온 후 부터 9년을 썼는데.... 이런 이물질 있는 쿠션 처음 봐요...하.. 얼굴에 쓰는 화장품에 어떻게 이런.. 사진이 한 장 밖에 안 올라가는데 세상에 2장은 더 첨부해야겠어요. 저 한가닥이 아니라 몇 가닥이 나왔는지 모릅니다.품질이 너무 안좋네요"
293997,사용감,사용감은 이물감 별로없음/,오자 마자 해본 1인 ~ 두께감 -젤네일수준 사용감은 이물감 별로 없음/ 길이 내손톱에 맞춰 조절가능한 이점 (스티커형은 조금길게 남기고 싶어도 여의치 않았으나 OOO는 되서 좋음) 단점-패디 엄지 넘큰거 버려지는아까움/끈적이는게 조금 짧았으면 하는 바램 / 네일 패디 하나씩 다했는데 기분전환 되고 좋네요 양이 많아 한통에 두세번은 하겠네요~
294607,기능/효과,한개반 사용중인데 현재 약하기만하던 손발톱이 다 부러지고 있어요 ㅠㅠ,사용을 해야할지 말지~ 손톱발톱이 약해서 강해지길 바라며 주문했어요~ 하루도 빠짐없이 세개세트중 한개반 사용중인데 현재 약하기만하던 손발톱이 다 부러지고 있어요ㅠㅠ 저랑 안맞아서 그런건지 써보니 효과없어 계속 사용해야할지 갈등중에 있습니다 어떻게해야할까요 약하기만 하던 손발톱이 바르고나서부터 하루가 멀다하고 부러집니다
298577,보습력/수분감,촉촉하게에센스 바른느낌이라,OOO선팩트 사용하고 있었는데 너무 금방 사용해서 다른걸로 바꿔야 하나 고민 중 스틱이 나왔길래 바로 구매했습니다 바를때 시원하고 금방 흡수가 되네요 촉촉하게 에센스 바른느낌이라 건조함이 있는지 하루 사용해봐야 알거 같아요 아이발라줄때 제대로 잘 발라졌는지 확인이 잘 안되는 단점이 있네요 선팩트 내용물이 스틱이나 튜브형으로 나오면 좋겠어요!!
298695,제형,이건 진짜 제형이 묽은 토너바른느낌 ㅋ,○○○ 팩트쓰다가 이것도 괜찮아보여서 샀어요~팩트는 톤업느깜 살짝있었는데 이건 진짜 제형이 묽은 토너바른 느낌 ㅋ 무색이라 티도안나서 몇번을 찍어발랐는지.. ㅋㅋ가볍게 쓱쓱 발라주기만해도 되서 애들 신랑 저도 열심히 바르고 다녀요~
298778,흡수력,"끈적임,백탁은 없는 듯..","끈적이지않고 백탁 없으며 자외선 차단 잘 되는 제품을 찾다가 OOO을 사게 되었습니다. 효과는 모르겠지만 끈적임, 백탁은 없는 듯.. 잘 사용하겠습니다~"
619859,향,깨끗하고 청량하고 상큼 달달한 향인데,향 진짜 너무 좋아요. 깨끗하고 청량하고 상큼 달달한향인데 느끼하게 달달한게 아니라 시원하게 달달합니다. ㅇㅇ가 ㅇㅇㅇ 원탑인 이유를 알겠어요. 백화점 시향했을때보다 집에 와서 맡아본 향이 더 좋습니다. 포장도 예쁘고 배송도 엄청 빨랐어요. 역시 백화점몰에서 구매하는게 제일 믿음직스럽고 좋습니다.
620811,향,머스크 향 좋아하시는분들 이라면 호불호 없이 사용하기 좋을 것 같습니다.,향 좋습니다. 첫 향 보다는 잔 향이 좋습니다. 지속력은 약한 편입니다. 지속력이 약해서 중간 중간 뿌려줘야 할 듯 합니다. 머스크 향 좋아하시는 분 들 이라면 호불호 없이 사용하기 좋을 것 같습니다. 진짜 겨울에 어울리는 향입니다.
622966,향,이향은 맡았을때 너무 산뜻하고,평소에 우디향을 좋아하는데 이 향은 맡았을때 너무 산뜻하고 시간이 흘렀을때도 잔향도 사랑스러워요. 평소에 30미리나 50미리를 주로 구입하는데 이 향수는 데일리로 사용하기위해 100미리를 구입한것을 탁월한 선택이었습니다.
624707,제품구성,샘플 향수도 요청한 게 잘 왔습니다.,배송 너무 빠르게 잘 왔고 라벨링 서비스도 샘플 향수도 요청 한 게 잘 왔습니다. 100ml 사려다가 50ml로 샀는데 향이 너무 좋아서 100ml 설 걸 그랬습니다.
625017,제품구성,시향지와 샘플까지 보내주셨어요.,매장 가서 직접 시향해보고 온라인 주문으로 구매했어요. 시향지와 샘플까지 보내 주셨어요. OOO은 첫 향보다 잔향이 훨씬 매력적이네요. 매장에서 시향 하더라도 20분 후에 잔향을 확인해 보시는 게 좋아요. 잔향은 지속력도 좋은 듯하네요.
625146,향,따뜻한 향이 기분좋아요.,향이 은은하지만 오래가는 향수입니다. 지속 시간이 다른 향수보다 오래가네요. 은은하고 따뜻한 향이 기분 좋아요.
626212,제품구성,구성으로 주신 휴대용 향수도 만족스러워요,어머니께서 항상 사용하시는 향수여서 매년 구입해서 선물드리네요. 어머님이 향이 오래간다며 좋아하시네요. 항상 여기서 주문해 달라고 하십니다. 만족도 높아 계속 구입예정이에요. 구성으로주신 휴대용 향수도 만족스러워요.
629684,품질,품질이 믿을만 합니다.,워낙 유명한거니 향은 당연히 좋습니다. 여자들이 특히 좋아하는 향이라고 해요. 향을 맡아보니 고급스럽고 지속력도 좋고 품질이 믿을 만 합니다. 진품이 확실한 걸로 보입니다.
