review_id,source,category,product_name,raw_text,aspect,sentiment_text,sentiment_polarity,model_input,label,original_aspect,normalization_reason,split
1026093,SNS,스킨케어,OO 3단 코팩,일상에 찌들어 제대로 피부관리를 해본게 언젠가 기억도 안나는 요 몇 년이었는데요 도저히 안되겠어서 모공부터 관리해보자 해서 OO OOO코팩 구매해봤습니다 블랙헤드가 완전 잘 빠진다는 후기를 보고 엄청 기대했는데요 결론적으로는 음? 기존의 다른 팩들보다 효과가 엄청 좋다 이건 아니더라구요 3단계까지 있고 특히 떼어낼 때 피부 괜찮나 싶을 정도로 아파서 기대를 많이 했는데 막상 효과는 별로라서 흠... 그리고 다 하고 나서 피부에 트러블이 올라왔어요ㅠㅠ 그래서 굳이 앞으로 더 구매해서 사용할 생각은 없답니다 피부 예민하신 분들은 코팩 종류 특히 블랙헤드 제거하는 팩들은 심사숙고해서 사셔야 할 것 같아요,기타 기능/효과,막상 효과는 별로라서 흠...,-1,[속성] 기능/효과 [문장] 막상 효과는 별로라서 흠...,2,기능/효과,function_excluded,train
1026094,SNS,스킨케어,OO 모델링 팩,겨울이라 피부 관리는 해야겠고 그렇다고 피부관리샵은 방문하기 좀 부담스럽기에 주문해본 모델링 팩 후기입니다 보통 시트팩을 사용해왔기에 물에 녹여쓰는거 집에서 할 수 있을까 고민했지만 막상 사용해보니 큰 어려움은 아니더라고요 다만 번거로워서 부지런하긴 해야 합니다 사다놓고 잘 안하는 경우가 생길 수 있어요 ㅎㅎ 암튼 물에 갠 후 굉장히 빠른 속도로 발라야 해서 나름의 노하우가 필요하구요 대신 떼어낸 다음 피부를 보면 이래서 관리샵에서 모델링팩을 해주는구나 싶어요 각질 떨어지는거나 모공보면 이만큼 공들일 가치가 있구나 확실히 느껴진답니다. 역시 피부관리에는 부지런함만한게 없는 것 같아요,각질/피지 관리,각질 떨어지는거나 모공보면 이만큼 공들일 가치가 있구나 확실히 느껴진답니다.,1,[속성] 기능/효과 [문장] 각질 떨어지는거나 모공보면 이만큼 공들일 가치가 있구나 확실히 느껴진답니다.,1,기능/효과,function_excluded,train
1026096,SNS,스킨케어,OO 뉴** 에그팩,벌써 8년째 꾸준히 쓰고 있는 OO 에그팩 리뷰해볼게요 한창 떄 티비에 정말 많이 나와서 유명했던 제품인데 요즘은 잘 안 쓰는거 같더라구요ㅎㅎ 그 때는 가격도 훨씬 비쌌는데 왜인지는 모르겠지만 가격이 상대적으로 저렴해졌어요 ㅎㅎ 저는 주로 아침세수용으로 쓰는데요 달걀비누 거품을 올려두고 5분 정도 놔둬요 이를 닦거나 샤워하면 금방 가잖아요 그리고 세안하면 정말 얼굴이 뽀득합니다 뭔가 피부톤도 맑아지는 느낌이에요 단종되지 않고 앞으로도 계속 쭉 나와줬으면 좋겠어요,기타 기능/효과,얼굴이 뽀득합니다,1,[속성] 기능/효과 [문장] 얼굴이 뽀득합니다,2,기능/효과,function_excluded,train
1026098,SNS,스킨케어,OO 달** 수면팩,귀차니스트도 피부관리할 수 있다! 수면팩으로 간단하게 관리가능하더라구요 OO OOO 수면팩은 요즘 같은 날씨에 딱이었어요 일단 어차피 잘 때 세수하고 기초는 바르고 자야 하니까요 기초 건너뛰고 이걸 기초 바른다 생각하고 듬뿍 바르고 자면 다음날 아침에 엄청 촉촉하더라구요 시간절약하는게 젤 큰 장점입니다 제형은 젤라또 처럼 탱글탱글한 질감이고 향도 상큼하고 요즘 같은 날씨에 아침에도 당김이 느껴지지 않아서 굉장히 만족해요 처음 시도해본 수면팩 나름 성공적이라 뿌듯해요,기타 기능/효과,요즘 같은 날씨에 딱이었어요,1,[속성] 기능/효과 [문장] 요즘 같은 날씨에 딱이었어요,2,기능/효과,function_excluded,train
1026098,SNS,스킨케어,OO 달** 수면팩,귀차니스트도 피부관리할 수 있다! 수면팩으로 간단하게 관리가능하더라구요 OO OOO 수면팩은 요즘 같은 날씨에 딱이었어요 일단 어차피 잘 때 세수하고 기초는 바르고 자야 하니까요 기초 건너뛰고 이걸 기초 바른다 생각하고 듬뿍 바르고 자면 다음날 아침에 엄청 촉촉하더라구요 시간절약하는게 젤 큰 장점입니다 제형은 젤라또 처럼 탱글탱글한 질감이고 향도 상큼하고 요즘 같은 날씨에 아침에도 당김이 느껴지지 않아서 굉장히 만족해요 처음 시도해본 수면팩 나름 성공적이라 뿌듯해요,보습력/수분감,요즘 같은 날씨에 아침에도 당김이 느껴지지 않아서 굉장히 만족해요,1,[속성] 기능/효과 [문장] 요즘 같은 날씨에 아침에도 당김이 느껴지지 않아서 굉장히 만족해요,7,기능/효과,function_excluded,train
1026099,SNS,스킨케어,OO 플** 팩,건조한 계절엔 아무리 관리를 해도 각질이 생기는 걸 피할 수가 없어요 파워풀한 각질 제거제를 찾다가 구매해본 OO 필오프팩 리뷰입니다 극건성으로 겨울만 되면 피부가 건조하다못해 아리기까지 할 떄도 있는데요 아무리 보습을 해도 각질이 생기다보니 한 번 제대로 제거해보자는 생각으로 주문했어요 적당한 두께로 펴바르고 잘 말린 뒤에 떼어냈는데 떼어낼 때는 그렇게 각질이 많이 떨어졌다고는 생각못했는데 피부에 닿은 면을 보니 엄청 나더라구요 한꺼풀 벗어낸 것처럼 피부가 맨들맨들했어요 일주일에 두 번 정도면 뽀얀 피부 계속 유지할 수 있을 것 같아 기대됩니다,각질/피지 관리,각질이 많이 떨어졌다고는 생각못했는데 피부에 닿은 면을 보니 엄청 나더라구요,1,[속성] 기능/효과 [문장] 각질이 많이 떨어졌다고는 생각못했는데 피부에 닿은 면을 보니 엄청 나더라구요,1,기능/효과,function_excluded,train
1026100,SNS,스킨케어,OO 머** 마스크,뜨거운 햇빛과 미세먼지로 자외선 차단제를 두껍게 바르다 보니 어느새 피부가 울긋불긋해졌더라구요 진정효과가 있는 팩을 찾아가 발견한 아이템이에요 OO 마스크가 뭔가 했더니 OO가 쑥이래요 ㅎㅎ 강화약쑥 성분이 함유된 마스크인데 이걸 모르구 구매하신 분들은 향기에 놀라실 수도 있어요 사우나에서 맞는 그 쑥 냄새 그게 나거든요 ㅎㅎ 참기 어려운 냄새는 아니고 오히려 힐링이 되기도 하니까 나쁘지는 않구요 지금 일주일 정도 사용중인데 매일 자기 전에 사용했더니 붉어졌던 피부가 많이 가라앉았어요 진정 효과는 믿을만 한 것 같아요 향으로 힐링하면서 피부 진정도 같이 하실 분들께 추천할만한 제품이에요,진정/트러블 개선,붉어졌던 피부가 많이 가라앉았어요,1,[속성] 기능/효과 [문장] 붉어졌던 피부가 많이 가라앉았어요,23,기능/효과,function_excluded,train
1026100,SNS,스킨케어,OO 머** 마스크,뜨거운 햇빛과 미세먼지로 자외선 차단제를 두껍게 바르다 보니 어느새 피부가 울긋불긋해졌더라구요 진정효과가 있는 팩을 찾아가 발견한 아이템이에요 OO 마스크가 뭔가 했더니 OO가 쑥이래요 ㅎㅎ 강화약쑥 성분이 함유된 마스크인데 이걸 모르구 구매하신 분들은 향기에 놀라실 수도 있어요 사우나에서 맞는 그 쑥 냄새 그게 나거든요 ㅎㅎ 참기 어려운 냄새는 아니고 오히려 힐링이 되기도 하니까 나쁘지는 않구요 지금 일주일 정도 사용중인데 매일 자기 전에 사용했더니 붉어졌던 피부가 많이 가라앉았어요 진정 효과는 믿을만 한 것 같아요 향으로 힐링하면서 피부 진정도 같이 하실 분들께 추천할만한 제품이에요,진정/트러블 개선,진정 효과는 믿을만 한 것 같아요,1,[속성] 기능/효과 [문장] 진정 효과는 믿을만 한 것 같아요,23,기능/효과,function_excluded,train
1026100,SNS,스킨케어,OO 머** 마스크,뜨거운 햇빛과 미세먼지로 자외선 차단제를 두껍게 바르다 보니 어느새 피부가 울긋불긋해졌더라구요 진정효과가 있는 팩을 찾아가 발견한 아이템이에요 OO 마스크가 뭔가 했더니 OO가 쑥이래요 ㅎㅎ 강화약쑥 성분이 함유된 마스크인데 이걸 모르구 구매하신 분들은 향기에 놀라실 수도 있어요 사우나에서 맞는 그 쑥 냄새 그게 나거든요 ㅎㅎ 참기 어려운 냄새는 아니고 오히려 힐링이 되기도 하니까 나쁘지는 않구요 지금 일주일 정도 사용중인데 매일 자기 전에 사용했더니 붉어졌던 피부가 많이 가라앉았어요 진정 효과는 믿을만 한 것 같아요 향으로 힐링하면서 피부 진정도 같이 하실 분들께 추천할만한 제품이에요,진정/트러블 개선,피부 진정도 같이 하실 분들께 추천할만한 제품이에요,1,[속성] 기능/효과 [문장] 피부 진정도 같이 하실 분들께 추천할만한 제품이에요,23,기능/효과,function_excluded,train
1026104,SNS,스킨케어,OO 진** 마스크팩,"갑자기 온 가족이 모낭염이 생겨 고생하고 있어요 마스크 때문인건지 음식 떄문인건지ㅠㅠ 약도 먹고 있지만 피부를 진정시켜야겠기에 모두 함께 쓸 진정 팩을 구입해봤어요 OO OOO 마스크팩은 병풀, 티트리 추출물 등 진정 효과가 있는 성분들이 들어가 있구요 마스크 재질도 예민한 피부에 거슬리지 않더라구요 평소 냉장고에 넣어뒀다가 얼굴이 열이 오를 때나 저녁에 자기 전 등 하루 2번 이상 사용했는데 지금은 피부가 많이 진정되어 매우 만족해요 운동하고 난 이후에 사용해도 좋을 마스크팩이라 다른 분들께도 추천드려요",진정/트러블 개선,피부가 많이 진정되어 매우 만족해요,1,[속성] 기능/효과 [문장] 피부가 많이 진정되어 매우 만족해요,23,기능/효과,function_excluded,train
1026105,SNS,스킨케어,OO 어** 시트 마스크팩 25ml,"갑자기 건조한 바람이 불면서 피부도 같이 건조해지는 계절이에요 마스크 때문인지 하나둘 뾰루지가 올라올 때 딱 좋은 팩 후기랍니다 OO OOO 마스크팩인데요 보습보다는 진정을 중요하시하는 편인데 이 팩은 진정, 보습 둘 다 적절히 밸런스가 잘 잡혀있었어요 대신 유분감은 없어서 지성인 저는 오히려 좋았구요 시트 질감은 부드러운 편이고 앰플양도 여유가 있어서 목에도 꼼꼼히 발려줬답니다. 진정효과가 좋은 괜찮은 마스크팩이라 추천드릴만한 제품 같아요",진정/트러블 개선,"진정, 보습 둘 다 적절히 밸런스가 잘 잡혀있었어요",1,"[속성] 기능/효과 [문장] 진정, 보습 둘 다 적절히 밸런스가 잘 잡혀있었어요",23,기능/효과,function_excluded,train
1026105,SNS,스킨케어,OO 어** 시트 마스크팩 25ml,"갑자기 건조한 바람이 불면서 피부도 같이 건조해지는 계절이에요 마스크 때문인지 하나둘 뾰루지가 올라올 때 딱 좋은 팩 후기랍니다 OO OOO 마스크팩인데요 보습보다는 진정을 중요하시하는 편인데 이 팩은 진정, 보습 둘 다 적절히 밸런스가 잘 잡혀있었어요 대신 유분감은 없어서 지성인 저는 오히려 좋았구요 시트 질감은 부드러운 편이고 앰플양도 여유가 있어서 목에도 꼼꼼히 발려줬답니다. 진정효과가 좋은 괜찮은 마스크팩이라 추천드릴만한 제품 같아요",진정/트러블 개선,진정효과가 좋은 괜찮은 마스크팩이라,1,[속성] 기능/효과 [문장] 진정효과가 좋은 괜찮은 마스크팩이라,23,기능/효과,function_excluded,train
1026108,SNS,스킨케어,OO 프** 미네랄 마스크팩,차콜팩은 보통 피지 제거용으로 코팩만 써왔는데요 얼굴 전체용으로 쓰는 차콜팩이 있어 어떤가 하는 마음에 구매해보았어요 OO의 OOO 마스크팩인데요 마침 할인을 하길래 저렴해서 어쩌다 보니 사게 된 제품이에요 보통 차콜은 피지 제거용으로만 생각해서 30대인 내 나이에 굳이 필요할까 처음엔 그런 생각이었거든요 그런데 꼭 노폐물 체거만 하는게 아니라 블랙베리컴플렉스 성분이 들어 있어서인지 촉촉하고 영양공급이 잘 되더라구요 아마 노폐물 제거와 동시에 영양공급을 하기 떄문인 것 같아요 제형이 축 흘러내리는 타입이 아니라서 사용도 너무 간편하고 괜찮았던 팩이었어요,기타 기능/효과,영양공급이 잘 되더라구요,1,[속성] 기능/효과 [문장] 영양공급이 잘 되더라구요,2,기능/효과,function_excluded,train
1026108,SNS,스킨케어,OO 프** 미네랄 마스크팩,차콜팩은 보통 피지 제거용으로 코팩만 써왔는데요 얼굴 전체용으로 쓰는 차콜팩이 있어 어떤가 하는 마음에 구매해보았어요 OO의 OOO 마스크팩인데요 마침 할인을 하길래 저렴해서 어쩌다 보니 사게 된 제품이에요 보통 차콜은 피지 제거용으로만 생각해서 30대인 내 나이에 굳이 필요할까 처음엔 그런 생각이었거든요 그런데 꼭 노폐물 체거만 하는게 아니라 블랙베리컴플렉스 성분이 들어 있어서인지 촉촉하고 영양공급이 잘 되더라구요 아마 노폐물 제거와 동시에 영양공급을 하기 떄문인 것 같아요 제형이 축 흘러내리는 타입이 아니라서 사용도 너무 간편하고 괜찮았던 팩이었어요,세정력,노폐물 제거와 동시에 영양공급을 하기 떄문인 것 같아요,1,[속성] 기능/효과 [문장] 노폐물 제거와 동시에 영양공급을 하기 떄문인 것 같아요,12,기능/효과,function_excluded,train
1026109,SNS,스킨케어,OO 티** 클렌징 오일,후기만 믿고 구매했다가 낭패를 보는 경우가 있는데 이번이 딱 그랬어요 OO OOO 클렌징 오일 후기랍니다 워낙 노란색 오일이 유명하기도 하고 저도 문제없이 잘 썼었기에 게다가 후기들이 다 넘넘 좋아가지고 기대를 많이 했나봐요 물에 묻어도 세정력이 그대로라니 샤워하다가 쓰기 진짜 좋겠다 했는데요 제형이 하얗게 유화되는게 보이진 않지만 막상 클렌징하면 잘 안지워지는 느낌이에요 평소보다 많은 양을 사용하고 오래 롤링해야 그나마 씻기더라구요 후기만 믿으면 안된다는거 이번에 절실하게 느꼈답니다,세정력,클렌징하면 잘 안지워지는 느낌이에요,-1,[속성] 기능/효과 [문장] 클렌징하면 잘 안지워지는 느낌이에요,12,기능/효과,function_excluded,train
1026109,SNS,스킨케어,OO 티** 클렌징 오일,후기만 믿고 구매했다가 낭패를 보는 경우가 있는데 이번이 딱 그랬어요 OO OOO 클렌징 오일 후기랍니다 워낙 노란색 오일이 유명하기도 하고 저도 문제없이 잘 썼었기에 게다가 후기들이 다 넘넘 좋아가지고 기대를 많이 했나봐요 물에 묻어도 세정력이 그대로라니 샤워하다가 쓰기 진짜 좋겠다 했는데요 제형이 하얗게 유화되는게 보이진 않지만 막상 클렌징하면 잘 안지워지는 느낌이에요 평소보다 많은 양을 사용하고 오래 롤링해야 그나마 씻기더라구요 후기만 믿으면 안된다는거 이번에 절실하게 느꼈답니다,기타 기능/효과,평소보다 많은 양을 사용하고 오래 롤링해야 그나마 씻기더라구요,-1,[속성] 기능/효과 [문장] 평소보다 많은 양을 사용하고 오래 롤링해야 그나마 씻기더라구요,2,기능/효과,function_excluded,train
1026110,SNS,스킨케어,OO 티** 클렌징 오일,클렌징 보통 어떻게 하시나요? 이제 마스크 슬슬 벗을 수 있나 싶어서 메이크업을 정말 오랜만에 시작했는데 클렌징도 안하던거 하려니까 익숙하질 않아요 예전에 OO 노란 오일 썼던게 생각이 나서 파랑이도 한 번 구매 해봤는데요 파랑이도 인기가 정말 많더라구요 저는 지성피부라서 피지케어를 중요하게 생각하는데 한 번 펌핑해서 티존 부위에 매일 롤링해주면 일주일만 지나도 효과는 바로 나와요 피부가 확실히 매끈매끈해져요 근데 매트한 립틴트 바르는데 이건 잘 안 지워지는 것 같아요 노랑이 만큼은 아니지만 나쁘지 않다 정도네요,기타 기능/효과,일주일만 지나도 효과는 바로 나와요,1,[속성] 기능/효과 [문장] 일주일만 지나도 효과는 바로 나와요,2,기능/효과,function_excluded,train
1026110,SNS,스킨케어,OO 티** 클렌징 오일,클렌징 보통 어떻게 하시나요? 이제 마스크 슬슬 벗을 수 있나 싶어서 메이크업을 정말 오랜만에 시작했는데 클렌징도 안하던거 하려니까 익숙하질 않아요 예전에 OO 노란 오일 썼던게 생각이 나서 파랑이도 한 번 구매 해봤는데요 파랑이도 인기가 정말 많더라구요 저는 지성피부라서 피지케어를 중요하게 생각하는데 한 번 펌핑해서 티존 부위에 매일 롤링해주면 일주일만 지나도 효과는 바로 나와요 피부가 확실히 매끈매끈해져요 근데 매트한 립틴트 바르는데 이건 잘 안 지워지는 것 같아요 노랑이 만큼은 아니지만 나쁘지 않다 정도네요,세정력,매트한 립틴트 바르는데 이건 잘 안 지워지는 것 같아요,-1,[속성] 기능/효과 [문장] 매트한 립틴트 바르는데 이건 잘 안 지워지는 것 같아요,12,기능/효과,function_excluded,train
1026111,SNS,스킨케어,OO 티** 클렌징 오일,OO는 노란 클렌저로 넘넘 유명한 제품인데요 파란색 제품도 있길래 함 주문해봤어요 이 파란 OO 오일은 젖은 손으로 사용해도 괜찮다고 되어 있어서 편해요 보통 오일에 물이 조금이라도 들어가면 하얗게 유화되면서 세정력이 떨어지는데 이 아이는 제형이 물 들어가도 상관 없다구 하더라구요 예전에는 샤워하다가도 오일 쓰려면 후다닥 수건으로 손 닦고 하고 그랬는데 안 그래도 되서 넘 사용하기 편하네요 노랑이는 꼭 이중세안 했는데 얘는 이중세안 안해도 잔여감 별로 없어서 좋아요 OO 오일은 노랑이나 파랑이나 다 만족스럽네요,세정력,이중세안 안해도 잔여감 별로 없어서 좋아요,1,[속성] 기능/효과 [문장] 이중세안 안해도 잔여감 별로 없어서 좋아요,12,기능/효과,function_excluded,train
1026112,SNS,스킨케어,OO 포** 카모마일 클렌징오일,고딩딸이 메이크업 지워야 한다고 해서 이번에 첨 구매해본 OO 클오 리뷰해볼게요 굳이 오일까지 필요해란 말에 친구들도 쓴다고 하니까 저도 할 말이 없더라구요 후기 좋은걸로 구매해봤어요 애가 쓰는거니까 일단 용량 크고 순한게 낫겠다 싶어서 선택했는데 탁월한 선택이었네요 하루가 다르게 줄고 있어요 아이 말로는 비비크림+치크랑 립틴트가 잘 지워진대요 세안 후에도 촉촉하구요 다 쓰면 재구매해도 괜찮겠다 싶어요 아이가 만족하고 쓰고 있어서 여러분께도 추천드려봐요,세정력,비비크림+치크랑 립틴트가 잘 지워진대요,1,[속성] 기능/효과 [문장] 비비크림+치크랑 립틴트가 잘 지워진대요,12,기능/효과,function_excluded,train
1026113,SNS,스킨케어,OO 포** 카모마일 클렌징오일,"가족 모두 잘 쓰고 있는 클렌징 오일 리뷰해볼게요 저는 지성, 딸은 지복합성, 남편은 건성인데요 저랑 딸은 매일 쓰고 남편은 선크림 왕창 발랐을 때만 써요 피부타입이 다 다른데 셋 다 만족하고 있다는게 신기합니다 일단 대용량이라 가족이 다 쓰기에 부담이 없구 세정이 넘 잘 되어요 특히 저는 아이섀도우 나름 진하게 하는 편인데 잘지워지구요 아이라이너도 꼼꼼하게 하면 잘 지워져서 넘 신기해요 세안 후 당김 없이 촉촉한 순하면서도 세정력 갑인 제품이에요 어떤 피부타입이든 잘 맞으실거라 후회 안 하실거예요",세정력,세정이 넘 잘 되어요,1,[속성] 기능/효과 [문장] 세정이 넘 잘 되어요,12,기능/효과,function_excluded,train
1026113,SNS,스킨케어,OO 포** 카모마일 클렌징오일,"가족 모두 잘 쓰고 있는 클렌징 오일 리뷰해볼게요 저는 지성, 딸은 지복합성, 남편은 건성인데요 저랑 딸은 매일 쓰고 남편은 선크림 왕창 발랐을 때만 써요 피부타입이 다 다른데 셋 다 만족하고 있다는게 신기합니다 일단 대용량이라 가족이 다 쓰기에 부담이 없구 세정이 넘 잘 되어요 특히 저는 아이섀도우 나름 진하게 하는 편인데 잘지워지구요 아이라이너도 꼼꼼하게 하면 잘 지워져서 넘 신기해요 세안 후 당김 없이 촉촉한 순하면서도 세정력 갑인 제품이에요 어떤 피부타입이든 잘 맞으실거라 후회 안 하실거예요",세정력,아이섀도우 나름 진하게 하는 편인데 잘지워지구요,1,[속성] 기능/효과 [문장] 아이섀도우 나름 진하게 하는 편인데 잘지워지구요,12,기능/효과,function_excluded,train
1026113,SNS,스킨케어,OO 포** 카모마일 클렌징오일,"가족 모두 잘 쓰고 있는 클렌징 오일 리뷰해볼게요 저는 지성, 딸은 지복합성, 남편은 건성인데요 저랑 딸은 매일 쓰고 남편은 선크림 왕창 발랐을 때만 써요 피부타입이 다 다른데 셋 다 만족하고 있다는게 신기합니다 일단 대용량이라 가족이 다 쓰기에 부담이 없구 세정이 넘 잘 되어요 특히 저는 아이섀도우 나름 진하게 하는 편인데 잘지워지구요 아이라이너도 꼼꼼하게 하면 잘 지워져서 넘 신기해요 세안 후 당김 없이 촉촉한 순하면서도 세정력 갑인 제품이에요 어떤 피부타입이든 잘 맞으실거라 후회 안 하실거예요",세정력,아이라이너도 꼼꼼하게 하면 잘 지워져서 넘 신기해요,1,[속성] 기능/효과 [문장] 아이라이너도 꼼꼼하게 하면 잘 지워져서 넘 신기해요,12,기능/효과,function_excluded,train
1026113,SNS,스킨케어,OO 포** 카모마일 클렌징오일,"가족 모두 잘 쓰고 있는 클렌징 오일 리뷰해볼게요 저는 지성, 딸은 지복합성, 남편은 건성인데요 저랑 딸은 매일 쓰고 남편은 선크림 왕창 발랐을 때만 써요 피부타입이 다 다른데 셋 다 만족하고 있다는게 신기합니다 일단 대용량이라 가족이 다 쓰기에 부담이 없구 세정이 넘 잘 되어요 특히 저는 아이섀도우 나름 진하게 하는 편인데 잘지워지구요 아이라이너도 꼼꼼하게 하면 잘 지워져서 넘 신기해요 세안 후 당김 없이 촉촉한 순하면서도 세정력 갑인 제품이에요 어떤 피부타입이든 잘 맞으실거라 후회 안 하실거예요",세정력,세정력 갑인 제품이에요,1,[속성] 기능/효과 [문장] 세정력 갑인 제품이에요,12,기능/효과,function_excluded,train
1026114,SNS,스킨케어,OO 뉴** 클렌징 오일,클렌징 오일 한 번 바꿔볼까 고민하다가 시도해본 템 중에 하나 후기 올려볼게요 OO 가성비템으로 유명한 OOO 클렌징 오일이구요 OOO 저렴이 버전이라고 하시더라구요 사용후기는 결론적으로 음.. 그냥 그래요 트러블 안나는건 괜찮지만요 오일 제형이 좀 묽으면서 피부에서 겉돌고 클렌징이 잘 안되는 느낌? 그리고 2차 세안할 때도 잘 안 씻겨요 ㅠㅠ 글구 구입할 때 펌프가 누락되어 있어서 받느라 한참 걸렸어요 유명한 가성비템이라도 본인에겐 잘 안 맞을 수 있다는거 이번에 알았어요,세정력,클렌징이 잘 안되는 느낌?,-1,[속성] 기능/효과 [문장] 클렌징이 잘 안되는 느낌?,12,기능/효과,function_excluded,train
1026114,SNS,스킨케어,OO 뉴** 클렌징 오일,클렌징 오일 한 번 바꿔볼까 고민하다가 시도해본 템 중에 하나 후기 올려볼게요 OO 가성비템으로 유명한 OOO 클렌징 오일이구요 OOO 저렴이 버전이라고 하시더라구요 사용후기는 결론적으로 음.. 그냥 그래요 트러블 안나는건 괜찮지만요 오일 제형이 좀 묽으면서 피부에서 겉돌고 클렌징이 잘 안되는 느낌? 그리고 2차 세안할 때도 잘 안 씻겨요 ㅠㅠ 글구 구입할 때 펌프가 누락되어 있어서 받느라 한참 걸렸어요 유명한 가성비템이라도 본인에겐 잘 안 맞을 수 있다는거 이번에 알았어요,세정력,2차 세안할 때도 잘 안 씻겨요 ㅠㅠ,-1,[속성] 기능/효과 [문장] 2차 세안할 때도 잘 안 씻겨요 ㅠㅠ,12,기능/효과,function_excluded,train
1026114,SNS,스킨케어,OO 뉴** 클렌징 오일,클렌징 오일 한 번 바꿔볼까 고민하다가 시도해본 템 중에 하나 후기 올려볼게요 OO 가성비템으로 유명한 OOO 클렌징 오일이구요 OOO 저렴이 버전이라고 하시더라구요 사용후기는 결론적으로 음.. 그냥 그래요 트러블 안나는건 괜찮지만요 오일 제형이 좀 묽으면서 피부에서 겉돌고 클렌징이 잘 안되는 느낌? 그리고 2차 세안할 때도 잘 안 씻겨요 ㅠㅠ 글구 구입할 때 펌프가 누락되어 있어서 받느라 한참 걸렸어요 유명한 가성비템이라도 본인에겐 잘 안 맞을 수 있다는거 이번에 알았어요,기타 기능/효과,본인에겐 잘 안 맞을 수 있다는거 이번에 알았어요,-1,[속성] 기능/효과 [문장] 본인에겐 잘 안 맞을 수 있다는거 이번에 알았어요,2,기능/효과,function_excluded,train
1026115,SNS,스킨케어,OO 뉴** 클렌징 오일,피부관리에도 에너지가 들어요 꼭 팩하고 기초랑 영양 공급하는거 아니어도 일단 지우는거부터가 일이죠 에너지 좀 덜 들이고 지워보려고 가성비로 유명한 OO 클렌징 오일 구입해봤어요 어차피 메이크업은 톤업크림+아이브로우+아이섀도우 누드톤으로 가볍게 하는 편이라 이건 한 번에 메이크업이 지워졌어요 물로 적당히 유화시키면서 헹구고 겸사 티존도 롤링해주니까 화이트헤드는 관리가 좀 되는듯요 2중세안 하기 귀찮지만 빼먹으면 안되네요 적당한 클렌징 오일 찾다가 발견한건데 추천할만한 괜찮은 가성비템이에요,세정력,한 번에 메이크업이 지워졌어요,1,[속성] 기능/효과 [문장] 한 번에 메이크업이 지워졌어요,12,기능/효과,function_excluded,train
1026115,SNS,스킨케어,OO 뉴** 클렌징 오일,피부관리에도 에너지가 들어요 꼭 팩하고 기초랑 영양 공급하는거 아니어도 일단 지우는거부터가 일이죠 에너지 좀 덜 들이고 지워보려고 가성비로 유명한 OO 클렌징 오일 구입해봤어요 어차피 메이크업은 톤업크림+아이브로우+아이섀도우 누드톤으로 가볍게 하는 편이라 이건 한 번에 메이크업이 지워졌어요 물로 적당히 유화시키면서 헹구고 겸사 티존도 롤링해주니까 화이트헤드는 관리가 좀 되는듯요 2중세안 하기 귀찮지만 빼먹으면 안되네요 적당한 클렌징 오일 찾다가 발견한건데 추천할만한 괜찮은 가성비템이에요,각질/피지 관리,화이트헤드는 관리가 좀 되는듯요,1,[속성] 기능/효과 [문장] 화이트헤드는 관리가 좀 되는듯요,1,기능/효과,function_excluded,train
1026115,SNS,스킨케어,OO 뉴** 클렌징 오일,피부관리에도 에너지가 들어요 꼭 팩하고 기초랑 영양 공급하는거 아니어도 일단 지우는거부터가 일이죠 에너지 좀 덜 들이고 지워보려고 가성비로 유명한 OO 클렌징 오일 구입해봤어요 어차피 메이크업은 톤업크림+아이브로우+아이섀도우 누드톤으로 가볍게 하는 편이라 이건 한 번에 메이크업이 지워졌어요 물로 적당히 유화시키면서 헹구고 겸사 티존도 롤링해주니까 화이트헤드는 관리가 좀 되는듯요 2중세안 하기 귀찮지만 빼먹으면 안되네요 적당한 클렌징 오일 찾다가 발견한건데 추천할만한 괜찮은 가성비템이에요,세정력,2중세안 하기 귀찮지만 빼먹으면 안되네요,0,[속성] 기능/효과 [문장] 2중세안 하기 귀찮지만 빼먹으면 안되네요,12,기능/효과,function_excluded,train
1026116,SNS,스킨케어,OO 포** 카모마일 클렌징오일,지금까지 써 본 클오중에 최고봉! 아무거나 막 지워버리는 OO OOO 클렌징 오일 후기입니다 500미리 대용량으로 팡팡 써도 지갑에 타격없음이 사실 첫 구매이유였어요 ㅎㅎ 후기도 좋긴 했지만요 클렌징 오일은 정말 아낌없이 많이 써야 효과를 봐요 넘 아껴쓰면 기름만 둥둥 스쳐지나갈 뿐 제대로 클렌징이 안됩니다 암튼 요 제품은 베이스메이크업은 물론이고 색조도 얄짤없이 지워버려요 이름을 OOO 이런식으로 약하게 지어서 강한 세정력 어필이 안되는 듯요 한 번에 싹 다 지워버리고 싶은 성질급한 저같은 분들에게 강추드립니다,세정력,아무거나 막 지워버리는 OO OOO 클렌징 오일 후기입니다,1,[속성] 기능/효과 [문장] 아무거나 막 지워버리는 OO OOO 클렌징 오일 후기입니다,12,기능/효과,function_excluded,train
