split,review_id,source,category,product_name,raw_text,aspect,sentiment_text,sentiment_polarity,model_input,label,original_aspect,normalization_reason
train,316324,쇼핑몰,스킨케어,OO 레** 클리어 수딩 크림 70ml 1개,산뜻하고 냄새도 거의 없어서 사용하기 좋습니다. 일반 화장품보다 성분이 순하고 제형이 부드럽고 여드름피부에 자극적이지 않아서 좋아요. 데일리 필수 아이템이에요,제형,제형이 부드럽고,1,[속성] 제형 [문장] 제형이 부드럽고,,제형,unchanged
train,316624,쇼핑몰,스킨케어,OO 레** 클리어 수딩 크림 70ml 1개,기초제품으로 샀습니다. 지복합성피부인데 정말 딱이에요. 발림성도 좋고 촉촉하게 잘 스며듭니다.,보습력/수분감,촉촉하게,1,[속성] 보습력/수분감 [문장] 촉촉하게,,보습력/수분감,unchanged
train,316937,쇼핑몰,스킨케어,OO 레** 클리어 수딩 크림 70ml 1개,저렴하게 잘 샀어요 촉촉하게 끈적임없어 좋습니다,보습력/수분감,촉촉하게,1,[속성] 보습력/수분감 [문장] 촉촉하게,,보습력/수분감,unchanged
train,317114,쇼핑몰,스킨케어,OO 시카플라스트 밤 B5 100ml 1개,향은 없고 부드럽게 잘 발라집니다. 끈적임 없이 촉촉해서 좋습니다. 톤업도 조금 되는 것 같아요.,향,향은 없고,1,[속성] 향 [문장] 향은 없고,,향,unchanged
train,317407,쇼핑몰,스킨케어,OO 시카플라스트 밤 B5 100ml 1개,"피부가 진정되는 느낌이 있는데, 제형이 좀 되직한 느낌인지라 발림성이 좋지는 않아요. 유분감이 있어서 겨울에 건조할 때 사용함 좋은거 같습니다",보습력/수분감,유분감이 있어서,1,[속성] 보습력/수분감 [문장] 유분감이 있어서,,보습력/수분감,unchanged
train,223060,쇼핑몰,스킨케어,OO 화** 기초 3종 더블세트+원액,매끄럽고 촉촉하게 만들어준 나의 피부....수려한화윤기초 넘좋아 또또 구입했쓔'^'~~~감사해요'♡'~~~,보습력/수분감,촉촉하게,1,[속성] 보습력/수분감 [문장] 촉촉하게,,보습력/수분감,unchanged
train,223692,쇼핑몰,스킨케어,OO 보** 남성기초 1+1+1+대용량워시2,향이 강하지 않아서 남편이 좋아하네요! 가성비도 좋고 추가로 주는 제품구성도 맘에 드네요!^^,향,향이 강하지 않아서,1,[속성] 향 [문장] 향이 강하지 않아서,,향,unchanged
train,317735,쇼핑몰,스킨케어,OO 시카플라스트 밤 B5 100ml 1개,"OOO 제품 좋은 듯합니다. 촉촉함이 오래가고 윤기가 나서 좋아요. 처음 써봤는데, 앞으로 계속 사용할 것 같아요.",지속력/유지력,오래가고,1,[속성] 지속력/유지력 [문장] 오래가고,,지속력,merged_duplicate_label
train,317808,쇼핑몰,스킨케어,OO 시카플라스트 밤 B5 100ml 1개,향도 무난하고 발림성도 좋고 흡수력도 좋다. 올겨울 촉촉하게 보낼 수 있을 듯하다.,향,향도 무난하고,1,[속성] 향 [문장] 향도 무난하고,,향,unchanged
train,317817,쇼핑몰,스킨케어,OO 시카플라스트 밤 B5 100ml 1개,"점성이 있는 하얀 크림제형이네요. 바를때 가볍게 잘 도포되어 좋아요. 피부에 자극이 없고 무향이에요. 여드름, 흉터, 피부 트러블에 효과가 좋은 것 같아요.",향,무향이에요.,1,[속성] 향 [문장] 무향이에요.,,향,unchanged
train,317839,쇼핑몰,스킨케어,OO 시카플라스트 밤 B5 100ml 1개,향이 없고 색소성분이 없어서 순해요. 제형이 꾸덕하지만 발림성 좋습니다. 보습에 탁월하고 건조를 딱 막아주는 느낌이네요. 극지성을 제외하고는 제일 마지막용 크림이나 건성 아토피 분들께 좋을 것 같습니다.,향,향이 없고,0,[속성] 향 [문장] 향이 없고,,향,unchanged
train,317871,쇼핑몰,스킨케어,OO 시카플라스트 밤 B5 100ml 1개,제형이 너무 꾸덕해서 지성한테는 별로겠다고 생각했는데 발라보니 부드럽게 잘 발려요. 심하게 오일리하지도 않고 발림이 꾸덕하지도 않게 촉촉해지더군요. 한번씩 건조할 때 발라주면 수분 관리 잘 될듯해요. 향은 거의 무향인거같아서 더 좋아요. 이번 겨울 잘 쓸거같아요!,제형,제형이 너무 꾸덕해서,0,[속성] 제형 [문장] 제형이 너무 꾸덕해서,,제형,unchanged
train,317886,쇼핑몰,스킨케어,OO 시카플라스트 밤 B5 100ml 1개,"날씨가 갑자기 추워져서 피부가 건조하고 트기까지 했는데, 저녁에 OOO밤을 바르고 아침에 일어났더니 피부가 부드러워졌어요. 촉촉하게 진정 효과를 느낄 수 있어 좋습니다. 다른 제품들도 구매하고 싶어요. 추천해요.",보습력/수분감,촉촉하게,1,[속성] 보습력/수분감 [문장] 촉촉하게,,보습력/수분감,unchanged
train,318575,쇼핑몰,스킨케어,OO 슈퍼바이탈 크림 50ml 1개,겨울철 피부를 촉촉하게 해주고 빨리 스며들어 좋습니다. 윤기도 있고 가격도 저렴하고 좋습니다. 새로운 제품은 기능은 추가 되었지만 가격이 많이 오른거 같습니다.,보습력/수분감,촉촉하게,1,[속성] 보습력/수분감 [문장] 촉촉하게,,보습력/수분감,unchanged
train,318586,쇼핑몰,스킨케어,OO 슈퍼바이탈 크림 50ml 1개,세일할때 구매해서 2개를 한개 가격에 저렴하게 구매했습니다. 샘플도 많이 주고 좋습니다. 제형이 쫀쫀해서 저녁에 기초바르고 마지막에 바르고 자면 아침에 세안 시 피부가 덜 건조하고 부드러워요. 요즘 같은 계절에는 바르기 좋네요.,제형,제형이 쫀쫀해서,1,[속성] 제형 [문장] 제형이 쫀쫀해서,,제형,unchanged
train,318828,쇼핑몰,스킨케어,OO 슈퍼바이탈 크림 50ml 1개,사용해보니 촉촉함도 오래가고 겨울에 쓰기 좋습니다.,지속력/유지력,오래가고,1,[속성] 지속력/유지력 [문장] 오래가고,,지속력,merged_duplicate_label
train,318852,쇼핑몰,스킨케어,OO 슈퍼바이탈 크림 50ml 1개,제형이 쫀쫀하고 부드럽게 잘 발립니다. 피부에 밀착되는 느낌이 좋습니다. OO쇼핑이 저렴해서 샀네요. 구성품도 굿이네요.,제형,제형이 쫀쫀하고,1,[속성] 제형 [문장] 제형이 쫀쫀하고,,제형,unchanged
train,318860,쇼핑몰,스킨케어,OO 슈퍼바이탈 크림 50ml 1개,사용한지 몇 년 됐어요. 피부에 흡수 잘 되고 건조했던 제 피부를 촉촉하게 만들어 주었네요,보습력/수분감,촉촉하게,1,[속성] 보습력/수분감 [문장] 촉촉하게,,보습력/수분감,unchanged
train,319120,쇼핑몰,스킨케어,OO 슈퍼바이탈 크림 50ml 1개,"타제품에 비해 비싸지만, 제형이 쫀득하고 피부가 촉촉해 보여서 좋습니다.",제형,제형이 쫀득하고,0,[속성] 제형 [문장] 제형이 쫀득하고,,제형,unchanged
train,319325,쇼핑몰,스킨케어,OO 슈퍼바이탈 크림 50ml 1개,"세 통째 쓰는데 드라마틱한 효과는 아니지만, 끈적이지도 않고 촉촉하고 좋네요. 다 쓰고 또 구매해서 쓸 예정입니다.",기능/효과,드라마틱한 효과는 아니지만,-1,[속성] 기능/효과 [문장] 드라마틱한 효과는 아니지만,,기능/효과,unchanged
train,319780,쇼핑몰,스킨케어,OO 로**  스네일 크림 50ml 1개,"발림도 좋고 향도 아주 좋습니다. OOO로얄 블랙 스네일 크림은 보습에 좋은것 같습니다. 적게 발라도 발림이 좋고, 제형이 부드럽고 풍부하게 발리며, 향도 좋네요. 물론 보습력도 아주 좋아서 재구매 의사 있습니다.",제형,제형이 부드럽고,1,[속성] 제형 [문장] 제형이 부드럽고,,제형,unchanged
train,319859,쇼핑몰,스킨케어,OO 로**  스네일 크림 50ml 1개,원래 사용하던 크림을 재구매했습니다. 피부도 촉촉하고 화장도 부드럽게 먹고 너무 좋습니다. 샘플도 잘 받았습니다. 잘 쓸게요.,제품구성,샘플도 잘 받았습니다.,0,[속성] 제품구성 [문장] 샘플도 잘 받았습니다.,,제품구성,unchanged
train,320310,쇼핑몰,스킨케어,OO 로**  스네일 크림 50ml 1개,건성 피부에 민감성인데 친구에게 선물받아서 사용해보았네요. 촉촉하게 트러블 없이 좋아서 구매했네요.,보습력/수분감,촉촉하게,1,[속성] 보습력/수분감 [문장] 촉촉하게,,보습력/수분감,unchanged
train,320443,쇼핑몰,스킨케어,OO 로**  스네일 크림 50ml 1개,"복합성피부로 ㅇㅇㅇ 크림을 쓰고 있는데 좋아요, 다 쓰면 또 사려고 생각하고 있어요. ㅇㅇ ㅇㅇㅇ 구매했습니다. ㅇㅇ이라서 지난번 것과 비교했을때 내 피부에는 크림이 유분기가 과한 편이라 번들거려요. 건조한 피부에는 좋을 것 같습니다.",흡수력,번들거려요,-1,[속성] 흡수력 [문장] 번들거려요,,흡수력,unchanged
train,320732,쇼핑몰,스킨케어,OO 마** 모이스처 스킨 소프너 320ml 1개,양도 많고 예전에 사용하던 제품이라 구입했는데 다른거 보다 발림성은 좋은거 같은데 제형이 약간 묽어서 용량에 비해 금방 다 썼네요 끈적이지 않아서 좋다고 합니다.,제형,제형이 약간 묽어서,-1,[속성] 제형 [문장] 제형이 약간 묽어서,,제형,unchanged
train,322472,쇼핑몰,스킨케어,OO 해** 시카페어 크림 50ml 1개,"피부가 많이 건조하고 예민해서 여름에도 촉촉한 걸 찾는 편이에요. 이 제품은 어느 계절이든 무난하게 쓸 수 있고, 드라마틱한 효과는 아니지만 피부에 맞아서 계속 써요.",기능/효과,드라마틱한 효과는 아니지만,0,[속성] 기능/효과 [문장] 드라마틱한 효과는 아니지만,,기능/효과,unchanged
train,322781,쇼핑몰,스킨케어,OO 레** 아이크림 포페이스 30ml 4개,피부가 심하게 건성인 저에게 필요한 크림입니다. 발림성도 좋고 촉촉함도 오래가고 끈적이지도 않아서 계절 가리지 않고 계속 사용하고 있습니다.,지속력/유지력,오래가고,1,[속성] 지속력/유지력 [문장] 오래가고,,지속력,merged_duplicate_label
train,574736,쇼핑몰,스킨케어,OO 시** 퍼펙트 휩 클렌징폼 120g 4개,늘 사용하는 제품이라 또 구입했네요. 적은 양으로도 제형이 쫀쫀해서 거품이 잘 나고 잘 닦여 뽀송뽀송 하네요.,제형,제형이 쫀쫀해서,1,[속성] 제형 [문장] 제형이 쫀쫀해서,,제형,unchanged
train,576539,쇼핑몰,스킨케어,OO 딥 클린 포밍 클렌저 175g 1개,제형이 부드럽고 자극도 거의 없습니다. 그런데도 세정력이 좋아 만족합니다.,제형,제형이 부드럽고,1,[속성] 제형 [문장] 제형이 부드럽고,,제형,unchanged
train,576844,쇼핑몰,스킨케어,OO 딥 클린 포밍 클렌저 175g 1개,거품이 촘촘하지 못한 폼클렌저는 씻는 중에 거품이 꺼져버려서 상쾌하지가 않고 깨끗하게 씻겼는지 믿음이 안 가요. 그런데 OO OOO폼클렌저는 제형이 쫀쫀해서 그런지 도중에 거품이 꺼지지 않고 극세사처럼 부드러운 거품이 유지되니까 미세먼지까지 씻어주는 것 같아요.,제형,제형이 쫀쫀해서,1,[속성] 제형 [문장] 제형이 쫀쫀해서,,제형,unchanged
train,577066,쇼핑몰,스킨케어,OO 순** 클렌징폼 200ml 1개,샘플 써보고 너무 좋아서 큰걸로 주문했네요. 다른 클렌징 많이 써봤는데 제형이 부드럽고 씻고 난 후 사용감이 개운하며 촉촉합니다.,제형,제형이 부드럽고,1,[속성] 제형 [문장] 제형이 부드럽고,,제형,unchanged
train,577138,쇼핑몰,스킨케어,OO 순** 클렌징폼 200ml 1개,제형이 액체지만 많이 되직해요 눌러 쓰는 용기를 아주 힘 있게 눌러야 해서 사용하기 불편해요. 피부에 잔여감도 없고 향도 무난하고 써본 클렌징폼중에서는 아주 괜찮습니다. 가격이 높아서 문제이지 다른 건 좋습니다. ㅇㅇㅇ 클렌징 오일보다 괜찮아요.,향,향도 무난하고,1,[속성] 향 [문장] 향도 무난하고,,향,unchanged
train,577139,쇼핑몰,스킨케어,OO 순** 클렌징폼 200ml 1개,제형이 부드럽고 피부자극없이 세정 잘 되네요. OOO에서 저렴하게 잘 샀어요 . 온가족 세안제로 아주 좋습니다. 피부트러블 많은 아이에게도 아주 좋네요.,제형,제형이 부드럽고,1,[속성] 제형 [문장] 제형이 부드럽고,,제형,unchanged
train,577167,쇼핑몰,스킨케어,OO 순** 클렌징폼 200ml 1개,OOO 클렌징 제품은 어른들이 쓴다고 생각 하는데 자극이 없어서 연약한 피부를 가진 사람이라면 추천합니다. 순하고 제형이 부드럽고 세안 후 당김 없어요. 이것만 쓰게 되어요. 클렌징은 다른 순한 제품도 있긴 한데 번갈아 가며 쓰지만 OOO는 정말 좋습니다.,제형,제형이 부드럽고,1,[속성] 제형 [문장] 제형이 부드럽고,,제형,unchanged
train,579729,쇼핑몰,스킨케어,OO 카** 퍼퓸드 솝 70g 1개,민감하다 보니 생각보다 향이 강해요. 뽀득한 느낌이 아니고 사용감이 텁텁한 느낌이에요.,향,향이 강해요.,-1,[속성] 향 [문장] 향이 강해요.,,향,unchanged
train,580424,쇼핑몰,스킨케어,OO 레** 클리어 수딩폼 150ml 1개,"약산성이라 뽀득뽀득한 느낌은 없지만, 그래도 약산성이 피부에 좋다고 하니 열심히 써 보려고 합니다. 세수하면 악건성에 조금 지나면 악지성인 피부인데, 피지도 잘 닦아줍니다. 세안했을 때 덜 씻겨서 미끄덩거리는 것만 없으면 좋겠네요.",성분,약산성이라,0,[속성] 성분 [문장] 약산성이라,,성분,unchanged
train,580498,쇼핑몰,스킨케어,OO 레** 클리어 수딩폼 150ml 1개,약산성이라 세수하고 나서 땡기지도 않고 자극없이 순해요. 가격도 착해서 3개 부담없이 샀습니다. 아직 효과는 잘 모르겠지만 좀 더 사용해 보겠습니다.,성분,약산성이라,0,[속성] 성분 [문장] 약산성이라,,성분,unchanged
train,580629,쇼핑몰,스킨케어,OO 레** 클리어 수딩폼 150ml 1개,약산성이라 세정력이 엄청 좋진 않네요. 씻고나면 자극없고 순해요. ○○○ 브랜드는 순해서 믿고 사용해요. 트러블에도 좋을거라 기대하며 써볼께요,성분,약산성이라,0,[속성] 성분 [문장] 약산성이라,,성분,unchanged
train,580654,쇼핑몰,스킨케어,OO 레** 클리어 수딩폼 150ml 1개,약산성이라 순한 제품입니다. OOO는 트러블에 좋다고 들었는데 트러블 나는 피부 때문에 구입했습니다. 클렌징이 제일 중요하니까 이 제품 써보셔도 좋을 것 같아요. 가격도 많이 비싸지도 않아요.,성분,약산성이라,1,[속성] 성분 [문장] 약산성이라,,성분,unchanged
train,580851,쇼핑몰,스킨케어,OO 레** 클리어 수딩폼 150ml 1개,이제 한번 썼는데 약산성이라 피부당김이 없어 순하고 좋습니다. 잘 씻겨서 미끌거리지도 않습니다.,성분,약산성이라,1,[속성] 성분 [문장] 약산성이라,,성분,unchanged
train,581140,쇼핑몰,스킨케어,OO 레** 클리어 수딩폼 150ml 1개,거품이 잘 나서 좋습니다. 심하게 뽀득 거리지도 않고 그렇다고 미끌거리지도 않고 촉촉하게 세안이 됩니다.,보습력/수분감,촉촉하게,1,[속성] 보습력/수분감 [문장] 촉촉하게,,보습력/수분감,unchanged
train,225118,쇼핑몰,스킨케어,OO 테** 기초 2종,촉촉하게 잘 스며 들어요,보습력/수분감,촉촉하게,1,[속성] 보습력/수분감 [문장] 촉촉하게,,보습력/수분감,unchanged
train,581185,쇼핑몰,스킨케어,OO 레** 클리어 수딩폼 150ml 1개,아이 여드름 때문에 약 산성으로 구매 해 봤습니다. 향은 좀 별루네요. 효과는 아직 잘 모르겠습니다.,기능/효과,효과는 아직 잘 모르겠습니다.,-1,[속성] 기능/효과 [문장] 효과는 아직 잘 모르겠습니다.,,기능/효과,unchanged
train,581235,쇼핑몰,스킨케어,OO 레** 클리어 수딩폼 150ml 1개,생각했던 것보다 배송도 빠르고 제품도 저렴하게 잘 산 것 같습니다. 사용 기간이 짧아서 효과는 아직 모르겠습니다. 이 제품 사용 해 보고 효과가 있으면 좋겠어요. 괜찮으면 재 주문 하겠습니다.,기능/효과,효과는 아직 모르겠습니다.,-1,[속성] 기능/효과 [문장] 효과는 아직 모르겠습니다.,,기능/효과,unchanged
train,581236,쇼핑몰,스킨케어,OO 레** 클리어 수딩폼 150ml 1개,상품 품질이 좋아요. 마음에 듭니다. 내용물은 진주펄 같은 느낌의 색상이 나서 좋아요. 얼굴에 트러블이 올라와서 사용해 보려고 구매했어요. 소량만 사용해도 거품이 많이 나고 무향에 자극적이지 않아 만족스러워요. 무엇보다 약산성이라고 하니 더욱 좋은 것 같습니다. 피부엔 약산성이 좋으니까요. 아이 쓰게 하려고 구매했는데 저도 사용하게 되네요. 추가 구매의사 있어요.,향,무향에,1,[속성] 향 [문장] 무향에,,향,unchanged
train,581723,쇼핑몰,스킨케어,OO 순** 클렌징오일 200ml 1개,제형이 부드럽고 가벼운 오일이라 피부에도 부담 없이 쓰고 있습니다. 세정력도 좋은 것 같고 다른 오일에 비해서 바를 때 발림이 무겁지 않고 가볍고 저렴한 가격의 오일은 바르면 무겁고 피부에 겉도는 느낌이라 싫었는데 이 제품은 품질이 좋습니다.,제형,제형이 부드럽고,1,[속성] 제형 [문장] 제형이 부드럽고,,제형,unchanged
train,582015,쇼핑몰,스킨케어,OO 순** 클렌징오일 200ml 1개,같이 구매한 다른 제품은 잘 왔는데 이 제품은 구성품이 용기 불량으로 내용물이 다 새서 왔네요. 제대로 검수를 하긴 하는지 의심스럽습니다. 다른 물건에도 여기저기 묻고 다 새는 바람에 용기 안에 남은 내용물이 별로 없었습니다. 가격도 좀 나가는 제품인데 이런 식이라니요. 품질이 실망스러워요. 배송 전에 확인 잘 해주세요.,가격,가격도 좀 나가는 제품인데,0,[속성] 가격 [문장] 가격도 좀 나가는 제품인데,,가격,unchanged
train,225446,쇼핑몰,스킨케어,OO 단백질 볼륨 앰플 (대용량2+중용량2+리프팅볼),체험분을 써보고 제형이 부드럽고 흡수도 잘 되는것 같아 사용하려 했는데 작은병이 깨져왔어요 ㅠ 발림성도 좋고 맘에 드는데 좀 속상했어요^^;;,제형,제형이 부드럽고,1,[속성] 제형 [문장] 제형이 부드럽고,,제형,unchanged
train,225578,쇼핑몰,스킨케어,OO 화이트닝 스팟세럼 슬림패키지 (30ml * 7개구성),배송 빠르고 제품도 만족입니다 향도 나쁘지 않고 발림성도 좋아요 바르고 크림을 바르는것 보다 두번 덧바르는게 더 좋은것 같아요 바르면 하애져서인지 기미가 달 보여서 좋구요 큰 기대 안하고 샀는데 전 만족입니다,향,향도 나쁘지 않고,0,[속성] 향 [문장] 향도 나쁘지 않고,,향,unchanged
train,225799,쇼핑몰,스킨케어,1+1+1 OO 세럼 스틱 /멀티밤,기존에 유행하는 제품보다 휠씬 피부애 잘 스며들며 촉촉함이 오래가고 향도 좋급니다.,지속력/유지력,오래가고,1,[속성] 지속력/유지력 [문장] 오래가고,,지속력,merged_duplicate_label
train,226802,쇼핑몰,스킨케어,OO 화이트닝 스팟세럼 세트,써보니 좋으네요 제형이 끈적임도없고 매트합니다,보습력/수분감,매트합니다,0,[속성] 보습력/수분감 [문장] 매트합니다,,보습력/수분감,unchanged
train,226847,쇼핑몰,스킨케어,OO 프** 세럼 최다구성,프로아이오틱 세럼 너무 좋아요. 제형이 쫀쫀하고 발림성도 좋고 주름을 땡겨줘서 펴지는듯한 느낌을 받았어요. 참 잘구매했다고 생각합니다. 재구매할듯요~~~,제형,제형이 쫀쫀하고,1,[속성] 제형 [문장] 제형이 쫀쫀하고,,제형,unchanged
train,227844,쇼핑몰,스킨케어,OO 마** 앰플 3박스+마스크 3박스+무료체험분,배송받자마자 사용해보니 촉촉하게 잘 스며드네요 꾸준히사용해봐야겠어요!!!,보습력/수분감,촉촉하게,1,[속성] 보습력/수분감 [문장] 촉촉하게,,보습력/수분감,unchanged
train,228012,쇼핑몰,스킨케어,OO 멀티밤,좋아요 엄청건조한피부인데 촉촉함이 좋고 오래가고 밝아보여요 앰플도뿌리면수분공급에 굿! 두번째구매,지속력/유지력,오래가고,1,[속성] 지속력/유지력 [문장] 오래가고,,지속력,merged_duplicate_label
train,228204,쇼핑몰,스킨케어,OO 멀티밤,"너무비싸네요 얼마들어있지도 않은데.. 제형이 바세린같은데 좀 부드러운 바세린 느낌? 번들거려요 효과가, 있었음좋겠네요",흡수력,번들거려요,0,[속성] 흡수력 [문장] 번들거려요,,흡수력,unchanged
train,228355,쇼핑몰,스킨케어,OO 멀티밤,잘받았습니다. 주름이 없어지는건 잘 모르겠어요. 촉촉해요.,기능/효과,주름이 없어지는건 잘 모르겠어요.,-1,[속성] 기능/효과 [문장] 주름이 없어지는건 잘 모르겠어요.,,기능/효과,unchanged
train,228409,쇼핑몰,스킨케어,OO 멀티밤,한번 써보구 싶었는데 특가세일에 저렴하게 구매했는데 촉촉하니 좋은거 같아요.유분기가 있어서 자주 덧바르는건 흡수가 안되어 힘들어요.,보습력/수분감,유분기가 있어서,-1,[속성] 보습력/수분감 [문장] 유분기가 있어서,,보습력/수분감,unchanged
train,228576,쇼핑몰,스킨케어,OO 멀티밤,촉촉하게 발리고~~ 얼굴에 광채가 돌듯 반짝반짝~~~ 사용하고 있는 제품인데 좋은가격에 득템~♡,보습력/수분감,촉촉하게,1,[속성] 보습력/수분감 [문장] 촉촉하게,,보습력/수분감,unchanged
train,228756,쇼핑몰,스킨케어,OO 마** 크림 앰플 1개,요번 휴가때 제 피부 보호할려고 구입했어요. 집에서 발라보니 쓱 바르기 편하고 백탁현상없이 촉촉하게 피부에 발라져서 만족^^ 가격착해 또 만족했어요~,보습력/수분감,촉촉하게,1,[속성] 보습력/수분감 [문장] 촉촉하게,,보습력/수분감,unchanged
train,228823,쇼핑몰,스킨케어,OO 마** 앰플 3개+미스트 1개,촉촉하게 잘발려요 뭉침도없구 깨끗하네요~~ 꾸준히써서 눈밑 기미도 좋아졌음 해요,보습력/수분감,촉촉하게,1,[속성] 보습력/수분감 [문장] 촉촉하게,,보습력/수분감,unchanged
train,228839,쇼핑몰,스킨케어,OO 마** 앰플 3개+미스트 1개,"마데카 미백앰플을 잘 쓰다가 떨어졌는데 이 제품을 방송에서 보게되어 앰플 대신 사보았어요 동성 마데카가 몇 안되는 피부장벽 강화 제품 중 하나라서 종류별로 쓰고 있습니다. 스틱이니까 하루에 몇번이고 편리하게 사용할 수 있겠다 싶어 구매했는데, 한가지 아쉬운 점은 제형이 딱딱한 편이라 바를때 힘이 들어가서 피부화장 상태에서 조금 밀린달까. 제형이 좀 더 무르고 제형이 부드럽고 촉촉했으면 싶네요",제형,제형이 부드럽고,0,[속성] 제형 [문장] 제형이 부드럽고,,제형,unchanged
train,229177,쇼핑몰,스킨케어,OO 멀티밤 기본세트(멀티밤 2 +미스트앰플 1),가희 멀티밤 발라보니 촉촉하네요.눈가.팔자. 입술.목주름. 오일성분이 있어그런지 제형이 부드럽고 촉촉함도 오래가고 .얼굴당김이 없네요. 꾸준히 계속 써볼께요,제형,제형이 부드럽고,1,[속성] 제형 [문장] 제형이 부드럽고,,제형,unchanged
train,229178,쇼핑몰,스킨케어,OO 멀티밤 기본세트(멀티밤 2 +미스트앰플 1),배송빠르고 제형이 쫀쫀하고 촉촉하네요 꾸준히 써볼랍니다,제형,제형이 쫀쫀하고,1,[속성] 제형 [문장] 제형이 쫀쫀하고,,제형,unchanged
train,229219,쇼핑몰,스킨케어,OO 멀티밤 기본세트(멀티밤 2 +미스트앰플 1),매 방송 지켜만 보다가 상품평도좋고 유사품들이 출시되는걸 보면 제품력도 좋을거 같아 구매합니다. 약간의 끈적임은 있지만 보습력이 좋고 광도 우수합니다. 이번에 경험해 보고 결과 좋으면 더블로 구매하려고요,흡수력,약간의 끈적임은 있지만,0,[속성] 흡수력 [문장] 약간의 끈적임은 있지만,,흡수력,unchanged
train,229225,쇼핑몰,스킨케어,OO 멀티밤 기본세트(멀티밤 2 +미스트앰플 1),요즘 엄청 핫하길래 주문해봤어요. 부드럽게 잘 발리구요 유분감이 있어서 낮엔 살짝 바르고 밤에 듬뿍 바르고 자는데 건조한 저한텐 잘 맞는것같아요 ^^ 미스트도 향도좋고 촉촉하고 좋습니다,보습력/수분감,유분감이 있어서,-1,[속성] 보습력/수분감 [문장] 유분감이 있어서,,보습력/수분감,unchanged
train,229480,쇼핑몰,스킨케어,OO 멀티밤 기본세트(멀티밤 2 +미스트앰플 1),지인에게 멀티밤을 선물받아 사용해본 결과 어디서나 촉촉하게 관리할수 있었고 제품 이 맘에 들어 구입하게 되었습니다. 가을 날씨에 잘 사용할듯 해요~~,보습력/수분감,촉촉하게,1,[속성] 보습력/수분감 [문장] 촉촉하게,,보습력/수분감,unchanged
train,229506,쇼핑몰,스킨케어,OO 멀티밤 기본세트(멀티밤 2 +미스트앰플 1),피부가 워낙 건조해서 고민이었는데 광고도 많이 하고 좋을꺼 같아서 처음으로 주문해봤어요. 오늘 처음 발라뵜는데 발림성 좋구요. 꾸준히 사용해 볼께요. 효과는 아직 모르겠습니다.,기능/효과,효과는 아직 모르겠습니다.,0,[속성] 기능/효과 [문장] 효과는 아직 모르겠습니다.,,기능/효과,unchanged
train,229535,쇼핑몰,스킨케어,OO 멀티밤 기본세트(멀티밤 2 +미스트앰플 1),광고보고 괜찮을꺼 같아서~~ 촉촉하게 반질반질한 느낌이 조으네요~ 물광느낌 조아 추천 합니다~,보습력/수분감,촉촉하게,1,[속성] 보습력/수분감 [문장] 촉촉하게,,보습력/수분감,unchanged
train,229801,쇼핑몰,스킨케어,OO 멀티밤 기본세트(멀티밤 2 +미스트앰플 1),미스트와 멀티밤 셋트 선물용으로 구매했어요~멀티밤 한개는 사용해보니 수분및 유분이 많아 촉촉한거 같아요. 제형이 끈적거림만 조금 덜하다면 사용감이 더 좋을듯 ㅎㅎ,보습력/수분감,유분이 많아,1,[속성] 보습력/수분감 [문장] 유분이 많아,,보습력/수분감,unchanged
train,229856,쇼핑몰,스킨케어,OO 멀티밤 기본세트(멀티밤 2 +미스트앰플 1),부드럽고 촉촉하게 그리고.피부톤을 자연스럽게 표현해주는거 같아 너무.잘사용하고 있읍니자~~ 광택도.나구~~ 촉촉 그자체입니다~~,보습력/수분감,촉촉하게,1,[속성] 보습력/수분감 [문장] 촉촉하게,,보습력/수분감,unchanged
train,230036,쇼핑몰,스킨케어,OO 멀티밤 기본세트(멀티밤 2 +미스트앰플 1),엄마가 사고 싶다고해서 사서 같이 쓰고 있어요 촉촉하고 제형이 부드럽고 바르는 느낌도 너무 좋아요 엄마도 좋아해요,제형,제형이 부드럽고,1,[속성] 제형 [문장] 제형이 부드럽고,,제형,unchanged
train,230368,쇼핑몰,스킨케어,OO 멀티밤 기본세트(멀티밤 2 +미스트앰플 1),요즘 방송에서 선전을 많이하고있어 관심갖고 있었는데.. 딸과 같이 써보려고 2개구입했어요. 제형이 부드럽고 향기도 좋아요 약각 번질거림이 있는거 같네요~,제형,제형이 부드럽고,1,[속성] 제형 [문장] 제형이 부드럽고,,제형,unchanged
train,230476,쇼핑몰,스킨케어,OO 멀티밤 기본세트(멀티밤 2 +미스트앰플 1),제품 잘받았습니다.사용 및 휴대하기편리하고 기대 이상으로 제형이 부드럽고 발림이 좋아요~,제형,제형이 부드럽고,1,[속성] 제형 [문장] 제형이 부드럽고,,제형,unchanged
train,230579,쇼핑몰,스킨케어,OO 멀티밤 더블세트(멀티밤 4 +미스트앰플 2),배송받아쓰고있는데 스틱은 대게 촉촉함도 오래가고 얼굴에 광이 생기네요,지속력/유지력,오래가고,1,[속성] 지속력/유지력 [문장] 오래가고,,지속력,merged_duplicate_label
